timestamp_heure,etat,p_it_kw,source
2024-07-17 03:00:00,training,49.55,simulation
2024-07-17 04:00:00,training,47.74,simulation
2024-07-17 05:00:00,training,48.52,simulation
2024-07-17 06:00:00,training,46.66,simulation
2024-07-17 07:00:00,training,46.85,simulation
2024-07-17 08:00:00,training,45.13,simulation
2024-07-17 09:00:00,training,50.32,simulation
2024-07-17 10:00:00,training,46.53,simulation
2024-07-17 11:00:00,training,49.54,simulation
2024-07-17 12:00:00,training,50.79,simulation
2024-07-17 13:00:00,training,46.66,simulation
2024-07-17 14:00:00,inference,29.01,simulation
2024-07-17 15:00:00,inference,33.29,simulation
2024-07-17 16:00:00,inference,22.47,simulation
2024-07-17 17:00:00,inference,22.75,simulation
2024-07-17 18:00:00,inference,32.38,simulation
2024-07-17 19:00:00,inference,13.14,simulation
2024-07-17 20:00:00,inference,15.86,simulation
2024-07-17 21:00:00,inference,20.05,simulation
2024-07-17 22:00:00,inference,8.63,simulation
2024-07-17 23:00:00,inference,10.67,simulation
2024-07-18 00:00:00,inference,15.0,simulation
2024-07-18 01:00:00,inference,9.36,simulation
2024-07-18 02:00:00,inference,14.27,simulation
2024-07-18 03:00:00,training,46.06,simulation
2024-07-18 04:00:00,training,44.63,simulation
2024-07-18 05:00:00,training,48.72,simulation
2024-07-18 06:00:00,training,45.79,simulation
2024-07-18 07:00:00,training,46.05,simulation
2024-07-18 08:00:00,training,46.52,simulation
2024-07-18 09:00:00,training,50.03,simulation
2024-07-18 10:00:00,training,47.96,simulation
2024-07-18 11:00:00,training,48.82,simulation
2024-07-18 12:00:00,training,49.78,simulation
2024-07-18 13:00:00,training,44.28,simulation
2024-07-18 14:00:00,training,45.23,simulation
2024-07-18 15:00:00,training,47.78,simulation
2024-07-18 16:00:00,training,49.35,simulation
2024-07-18 17:00:00,idle,2.78,simulation
2024-07-18 18:00:00,idle,3.31,simulation
2024-07-18 19:00:00,idle,6.23,simulation
2024-07-18 20:00:00,idle,3.53,simulation
2024-07-18 21:00:00,inference,19.96,simulation
2024-07-18 22:00:00,inference,9.26,simulation
2024-07-18 23:00:00,inference,14.8,simulation
2024-07-19 00:00:00,inference,11.1,simulation
2024-07-19 01:00:00,inference,8.53,simulation
2024-07-19 02:00:00,inference,14.42,simulation
2024-07-19 03:00:00,inference,11.47,simulation
2024-07-19 04:00:00,inference,12.6,simulation
2024-07-19 05:00:00,inference,11.46,simulation
2024-07-19 06:00:00,inference,18.85,simulation
2024-07-19 07:00:00,inference,23.22,simulation
2024-07-19 08:00:00,inference,14.1,simulation
2024-07-19 09:00:00,inference,24.25,simulation
2024-07-19 10:00:00,inference,30.06,simulation
2024-07-19 11:00:00,training,45.24,simulation
2024-07-19 12:00:00,training,47.47,simulation
2024-07-19 13:00:00,training,47.38,simulation
2024-07-19 14:00:00,training,47.07,simulation
2024-07-19 15:00:00,training,49.13,simulation
2024-07-19 16:00:00,training,44.89,simulation
2024-07-19 17:00:00,training,45.96,simulation
2024-07-19 18:00:00,training,44.59,simulation
2024-07-19 19:00:00,training,49.62,simulation
2024-07-19 20:00:00,training,47.75,simulation
2024-07-19 21:00:00,training,47.2,simulation
2024-07-19 22:00:00,training,44.86,simulation
2024-07-19 23:00:00,training,43.1,simulation
2024-07-20 00:00:00,inference,5.23,simulation
2024-07-20 01:00:00,inference,11.39,simulation
2024-07-20 02:00:00,inference,9.37,simulation
2024-07-20 03:00:00,inference,8.91,simulation
2024-07-20 04:00:00,inference,6.08,simulation
2024-07-20 05:00:00,inference,8.0,simulation
2024-07-20 06:00:00,inference,10.62,simulation
2024-07-20 07:00:00,inference,10.64,simulation
2024-07-20 08:00:00,inference,11.8,simulation
2024-07-20 09:00:00,inference,20.71,simulation
2024-07-20 10:00:00,inference,13.62,simulation
2024-07-20 11:00:00,idle,3.72,simulation
2024-07-20 12:00:00,idle,6.17,simulation
2024-07-20 13:00:00,idle,4.96,simulation
2024-07-20 14:00:00,inference,23.18,simulation
2024-07-20 15:00:00,inference,18.01,simulation
2024-07-20 16:00:00,inference,16.04,simulation
2024-07-20 17:00:00,inference,23.22,simulation
2024-07-20 18:00:00,inference,17.91,simulation
2024-07-20 19:00:00,inference,10.98,simulation
2024-07-20 20:00:00,inference,13.93,simulation
2024-07-20 21:00:00,inference,9.67,simulation
2024-07-20 22:00:00,inference,6.1,simulation
2024-07-20 23:00:00,inference,10.97,simulation
2024-07-21 00:00:00,inference,4.12,simulation
2024-07-21 01:00:00,inference,5.71,simulation
2024-07-21 02:00:00,inference,4.21,simulation
2024-07-21 03:00:00,inference,4.82,simulation
2024-07-21 04:00:00,idle,1.47,simulation
2024-07-21 05:00:00,idle,1.11,simulation
2024-07-21 06:00:00,idle,2.07,simulation
2024-07-21 07:00:00,inference,7.36,simulation
2024-07-21 08:00:00,inference,7.67,simulation
2024-07-21 09:00:00,inference,10.42,simulation
2024-07-21 10:00:00,inference,12.51,simulation
2024-07-21 11:00:00,inference,11.43,simulation
2024-07-21 12:00:00,idle,2.42,simulation
2024-07-21 13:00:00,idle,1.21,simulation
2024-07-21 14:00:00,idle,1.18,simulation
2024-07-21 15:00:00,idle,2.62,simulation
2024-07-21 16:00:00,idle,3.49,simulation
2024-07-21 17:00:00,inference,12.18,simulation
2024-07-21 18:00:00,inference,14.11,simulation
2024-07-21 19:00:00,inference,7.82,simulation
2024-07-21 20:00:00,inference,9.7,simulation
2024-07-21 21:00:00,inference,5.87,simulation
2024-07-21 22:00:00,inference,6.59,simulation
2024-07-21 23:00:00,inference,5.58,simulation
2024-07-22 00:00:00,inference,11.73,simulation
2024-07-22 01:00:00,inference,8.96,simulation
2024-07-22 02:00:00,inference,9.6,simulation
2024-07-22 03:00:00,inference,15.71,simulation
2024-07-22 04:00:00,inference,13.27,simulation
2024-07-22 05:00:00,idle,3.12,simulation
2024-07-22 06:00:00,idle,4.84,simulation
2024-07-22 07:00:00,idle,6.05,simulation
2024-07-22 08:00:00,inference,17.44,simulation
2024-07-22 09:00:00,inference,31.08,simulation
2024-07-22 10:00:00,inference,26.41,simulation
2024-07-22 11:00:00,inference,23.78,simulation
2024-07-22 12:00:00,inference,23.59,simulation
2024-07-22 13:00:00,inference,31.67,simulation
2024-07-22 14:00:00,inference,19.04,simulation
2024-07-22 15:00:00,inference,22.69,simulation
2024-07-22 16:00:00,inference,28.13,simulation
2024-07-22 17:00:00,idle,6.2,simulation
2024-07-22 18:00:00,inference,21.5,simulation
2024-07-22 19:00:00,inference,23.74,simulation
2024-07-22 20:00:00,inference,20.37,simulation
2024-07-22 21:00:00,inference,26.2,simulation
2024-07-22 22:00:00,inference,10.69,simulation
2024-07-22 23:00:00,training,45.28,simulation
2024-07-23 00:00:00,training,45.66,simulation
2024-07-23 01:00:00,training,46.53,simulation
2024-07-23 02:00:00,training,47.17,simulation
2024-07-23 03:00:00,training,49.56,simulation
2024-07-23 04:00:00,training,43.94,simulation
2024-07-23 05:00:00,training,48.68,simulation
2024-07-23 06:00:00,training,50.79,simulation
2024-07-23 07:00:00,training,45.34,simulation
2024-07-23 08:00:00,training,44.91,simulation
2024-07-23 09:00:00,idle,6.07,simulation
2024-07-23 10:00:00,idle,7.45,simulation
2024-07-23 11:00:00,idle,9.07,simulation
2024-07-23 12:00:00,idle,3.76,simulation
2024-07-23 13:00:00,idle,6.59,simulation
2024-07-23 14:00:00,inference,26.76,simulation
2024-07-23 15:00:00,inference,25.72,simulation
2024-07-23 16:00:00,inference,23.14,simulation
2024-07-23 17:00:00,inference,25.08,simulation
2024-07-23 18:00:00,inference,22.39,simulation
2024-07-23 19:00:00,inference,17.28,simulation
2024-07-23 20:00:00,inference,21.95,simulation
2024-07-23 21:00:00,inference,24.37,simulation
2024-07-23 22:00:00,inference,11.2,simulation
2024-07-23 23:00:00,inference,10.76,simulation
2024-07-24 00:00:00,training,45.73,simulation
2024-07-24 01:00:00,training,45.08,simulation
2024-07-24 02:00:00,training,48.44,simulation
2024-07-24 03:00:00,training,48.42,simulation
2024-07-24 04:00:00,training,46.21,simulation
2024-07-24 05:00:00,training,45.95,simulation
2024-07-24 06:00:00,training,43.66,simulation
2024-07-24 07:00:00,training,47.13,simulation
2024-07-24 08:00:00,training,43.65,simulation
2024-07-24 09:00:00,training,44.95,simulation
2024-07-24 10:00:00,training,49.75,simulation
2024-07-24 11:00:00,training,47.81,simulation
2024-07-24 12:00:00,training,49.46,simulation
2024-07-24 13:00:00,training,46.53,simulation
2024-07-24 14:00:00,inference,28.02,simulation
2024-07-24 15:00:00,inference,29.68,simulation
2024-07-24 16:00:00,inference,24.66,simulation
2024-07-24 17:00:00,inference,22.47,simulation
2024-07-24 18:00:00,inference,25.62,simulation
2024-07-24 19:00:00,inference,22.57,simulation
2024-07-24 20:00:00,inference,20.23,simulation
2024-07-24 21:00:00,inference,15.83,simulation
2024-07-24 22:00:00,inference,14.34,simulation
2024-07-24 23:00:00,inference,8.32,simulation
2024-07-25 00:00:00,inference,12.82,simulation
2024-07-25 01:00:00,idle,0.97,simulation
2024-07-25 02:00:00,idle,3.59,simulation
2024-07-25 03:00:00,idle,1.02,simulation
2024-07-25 04:00:00,inference,11.33,simulation
2024-07-25 05:00:00,inference,13.42,simulation
2024-07-25 06:00:00,inference,16.34,simulation
2024-07-25 07:00:00,inference,17.68,simulation
2024-07-25 08:00:00,inference,17.16,simulation
2024-07-25 09:00:00,inference,30.8,simulation
2024-07-25 10:00:00,inference,25.57,simulation
2024-07-25 11:00:00,inference,34.87,simulation
2024-07-25 12:00:00,inference,25.74,simulation
2024-07-25 13:00:00,inference,28.99,simulation
2024-07-25 14:00:00,inference,34.49,simulation
2024-07-25 15:00:00,inference,20.23,simulation
2024-07-25 16:00:00,inference,20.61,simulation
2024-07-25 17:00:00,inference,24.16,simulation
2024-07-25 18:00:00,inference,18.48,simulation
2024-07-25 19:00:00,inference,26.36,simulation
2024-07-25 20:00:00,inference,15.12,simulation
2024-07-25 21:00:00,inference,26.99,simulation
2024-07-25 22:00:00,inference,13.44,simulation
2024-07-25 23:00:00,inference,13.99,simulation
2024-07-26 00:00:00,inference,11.5,simulation
2024-07-26 01:00:00,inference,10.07,simulation
2024-07-26 02:00:00,inference,14.69,simulation
2024-07-26 03:00:00,inference,13.99,simulation
2024-07-26 04:00:00,inference,8.2,simulation
2024-07-26 05:00:00,inference,17.27,simulation
2024-07-26 06:00:00,inference,20.49,simulation
2024-07-26 07:00:00,inference,16.01,simulation
2024-07-26 08:00:00,inference,21.15,simulation
2024-07-26 09:00:00,inference,31.0,simulation
2024-07-26 10:00:00,inference,25.37,simulation
2024-07-26 11:00:00,inference,21.13,simulation
2024-07-26 12:00:00,inference,30.59,simulation
2024-07-26 13:00:00,inference,26.64,simulation
2024-07-26 14:00:00,inference,19.54,simulation
2024-07-26 15:00:00,inference,23.09,simulation
2024-07-26 16:00:00,inference,21.37,simulation
2024-07-26 17:00:00,inference,33.51,simulation
2024-07-26 18:00:00,inference,32.75,simulation
2024-07-26 19:00:00,idle,1.99,simulation
2024-07-26 20:00:00,idle,2.48,simulation
2024-07-26 21:00:00,idle,1.23,simulation
2024-07-26 22:00:00,inference,14.88,simulation
2024-07-26 23:00:00,inference,6.22,simulation
2024-07-27 00:00:00,training,48.18,simulation
2024-07-27 01:00:00,training,47.22,simulation
2024-07-27 02:00:00,training,48.4,simulation
2024-07-27 03:00:00,training,44.11,simulation
2024-07-27 04:00:00,training,43.28,simulation
2024-07-27 05:00:00,training,48.64,simulation
2024-07-27 06:00:00,training,47.55,simulation
2024-07-27 07:00:00,training,46.31,simulation
2024-07-27 08:00:00,training,45.27,simulation
2024-07-27 09:00:00,training,46.7,simulation
2024-07-27 10:00:00,training,47.93,simulation
2024-07-27 11:00:00,inference,14.26,simulation
2024-07-27 12:00:00,inference,20.71,simulation
2024-07-27 13:00:00,inference,16.02,simulation
2024-07-27 14:00:00,inference,23.03,simulation
2024-07-27 15:00:00,inference,14.74,simulation
2024-07-27 16:00:00,training,48.88,simulation
2024-07-27 17:00:00,training,46.37,simulation
2024-07-27 18:00:00,training,48.79,simulation
2024-07-27 19:00:00,training,48.92,simulation
2024-07-27 20:00:00,training,50.46,simulation
2024-07-27 21:00:00,training,48.52,simulation
2024-07-27 22:00:00,training,49.24,simulation
2024-07-27 23:00:00,training,48.81,simulation
2024-07-28 00:00:00,idle,1.67,simulation
2024-07-28 01:00:00,idle,0.5,simulation
2024-07-28 02:00:00,inference,7.23,simulation
2024-07-28 03:00:00,inference,4.93,simulation
2024-07-28 04:00:00,inference,5.12,simulation
2024-07-28 05:00:00,inference,9.46,simulation
2024-07-28 06:00:00,inference,6.75,simulation
2024-07-28 07:00:00,inference,6.59,simulation
2024-07-28 08:00:00,inference,7.96,simulation
2024-07-28 09:00:00,inference,12.79,simulation
2024-07-28 10:00:00,inference,11.44,simulation
2024-07-28 11:00:00,inference,9.47,simulation
2024-07-28 12:00:00,inference,10.45,simulation
2024-07-28 13:00:00,idle,2.02,simulation
2024-07-28 14:00:00,inference,11.8,simulation
2024-07-28 15:00:00,inference,7.3,simulation
2024-07-28 16:00:00,inference,8.32,simulation
2024-07-28 17:00:00,inference,7.51,simulation
2024-07-28 18:00:00,idle,4.0,simulation
2024-07-28 19:00:00,idle,2.53,simulation
2024-07-28 20:00:00,idle,2.2,simulation
2024-07-28 21:00:00,idle,0.5,simulation
2024-07-28 22:00:00,idle,1.48,simulation
2024-07-28 23:00:00,idle,0.83,simulation
2024-07-29 00:00:00,idle,2.16,simulation
2024-07-29 01:00:00,idle,1.82,simulation
2024-07-29 02:00:00,idle,2.47,simulation
2024-07-29 03:00:00,inference,12.16,simulation
2024-07-29 04:00:00,inference,13.4,simulation
2024-07-29 05:00:00,inference,14.82,simulation
2024-07-29 06:00:00,idle,2.34,simulation
2024-07-29 07:00:00,idle,4.0,simulation
2024-07-29 08:00:00,idle,2.86,simulation
2024-07-29 09:00:00,inference,24.81,simulation
2024-07-29 10:00:00,inference,19.86,simulation
2024-07-29 11:00:00,inference,23.86,simulation
2024-07-29 12:00:00,inference,29.33,simulation
2024-07-29 13:00:00,inference,30.19,simulation
2024-07-29 14:00:00,inference,26.41,simulation
2024-07-29 15:00:00,inference,20.2,simulation
2024-07-29 16:00:00,inference,18.41,simulation
2024-07-29 17:00:00,inference,27.29,simulation
2024-07-29 18:00:00,inference,29.55,simulation
2024-07-29 19:00:00,idle,5.68,simulation
2024-07-29 20:00:00,idle,3.83,simulation
2024-07-29 21:00:00,training,45.92,simulation
2024-07-29 22:00:00,training,50.75,simulation
2024-07-29 23:00:00,training,48.85,simulation
2024-07-30 00:00:00,training,49.34,simulation
2024-07-30 01:00:00,training,45.07,simulation
2024-07-30 02:00:00,training,45.9,simulation
2024-07-30 03:00:00,training,48.29,simulation
2024-07-30 04:00:00,training,45.55,simulation
2024-07-30 05:00:00,training,48.17,simulation
2024-07-30 06:00:00,training,47.63,simulation
2024-07-30 07:00:00,training,43.63,simulation
2024-07-30 08:00:00,training,47.14,simulation
2024-07-30 09:00:00,training,48.31,simulation
2024-07-30 10:00:00,training,46.19,simulation
2024-07-30 11:00:00,training,46.7,simulation
2024-07-30 12:00:00,training,45.73,simulation
2024-07-30 13:00:00,training,46.77,simulation
2024-07-30 14:00:00,training,48.65,simulation
2024-07-30 15:00:00,training,48.9,simulation
2024-07-30 16:00:00,training,49.47,simulation
2024-07-30 17:00:00,training,44.8,simulation
2024-07-30 18:00:00,training,45.25,simulation
2024-07-30 19:00:00,inference,15.81,simulation
2024-07-30 20:00:00,inference,19.33,simulation
2024-07-30 21:00:00,inference,14.04,simulation
2024-07-30 22:00:00,inference,9.79,simulation
2024-07-30 23:00:00,idle,0.5,simulation
2024-07-31 00:00:00,idle,1.45,simulation
2024-07-31 01:00:00,idle,2.98,simulation
2024-07-31 02:00:00,inference,12.05,simulation
2024-07-31 03:00:00,inference,8.39,simulation
2024-07-31 04:00:00,inference,11.97,simulation
2024-07-31 05:00:00,inference,17.06,simulation
2024-07-31 06:00:00,idle,2.34,simulation
2024-07-31 07:00:00,idle,6.37,simulation
2024-07-31 08:00:00,idle,5.96,simulation
2024-07-31 09:00:00,idle,6.01,simulation
2024-07-31 10:00:00,inference,22.5,simulation
2024-07-31 11:00:00,inference,31.08,simulation
2024-07-31 12:00:00,inference,27.66,simulation
2024-07-31 13:00:00,inference,23.92,simulation
2024-07-31 14:00:00,inference,21.16,simulation
2024-07-31 15:00:00,inference,25.58,simulation
2024-07-31 16:00:00,inference,28.46,simulation
2024-07-31 17:00:00,idle,5.03,simulation
2024-07-31 18:00:00,idle,6.81,simulation
2024-07-31 19:00:00,idle,5.09,simulation
2024-07-31 20:00:00,idle,2.63,simulation
2024-07-31 21:00:00,idle,1.88,simulation
2024-07-31 22:00:00,training,50.75,simulation
2024-07-31 23:00:00,training,50.87,simulation
2024-08-01 00:00:00,training,49.23,simulation
2024-08-01 01:00:00,training,47.92,simulation
2024-08-01 02:00:00,training,43.51,simulation
2024-08-01 03:00:00,training,48.17,simulation
2024-08-01 04:00:00,training,49.14,simulation
2024-08-01 05:00:00,training,47.47,simulation
2024-08-01 06:00:00,training,50.26,simulation
2024-08-01 07:00:00,training,50.42,simulation
2024-08-01 08:00:00,training,47.43,simulation
2024-08-01 09:00:00,idle,8.61,simulation
2024-08-01 10:00:00,idle,5.39,simulation
2024-08-01 11:00:00,idle,4.98,simulation
2024-08-01 12:00:00,idle,6.71,simulation
2024-08-01 13:00:00,idle,2.83,simulation
2024-08-01 14:00:00,idle,7.25,simulation
2024-08-01 15:00:00,training,47.22,simulation
2024-08-01 16:00:00,training,49.2,simulation
2024-08-01 17:00:00,training,47.17,simulation
2024-08-01 18:00:00,training,49.85,simulation
2024-08-01 19:00:00,training,47.61,simulation
2024-08-01 20:00:00,training,44.27,simulation
2024-08-01 21:00:00,training,48.16,simulation
2024-08-01 22:00:00,training,46.96,simulation
2024-08-01 23:00:00,training,44.58,simulation
2024-08-02 00:00:00,training,50.22,simulation
2024-08-02 01:00:00,training,47.35,simulation
2024-08-02 02:00:00,training,44.59,simulation
2024-08-02 03:00:00,training,49.9,simulation
2024-08-02 04:00:00,inference,10.18,simulation
2024-08-02 05:00:00,inference,14.58,simulation
2024-08-02 06:00:00,inference,19.55,simulation
2024-08-02 07:00:00,inference,24.73,simulation
2024-08-02 08:00:00,inference,21.98,simulation
2024-08-02 09:00:00,inference,26.94,simulation
2024-08-02 10:00:00,inference,28.91,simulation
2024-08-02 11:00:00,inference,20.86,simulation
2024-08-02 12:00:00,inference,26.68,simulation
2024-08-02 13:00:00,inference,30.48,simulation
2024-08-02 14:00:00,inference,23.68,simulation
2024-08-02 15:00:00,inference,25.12,simulation
2024-08-02 16:00:00,inference,26.86,simulation
2024-08-02 17:00:00,inference,35.61,simulation
2024-08-02 18:00:00,inference,27.99,simulation
2024-08-02 19:00:00,inference,24.99,simulation
2024-08-02 20:00:00,inference,20.16,simulation
2024-08-02 21:00:00,inference,20.18,simulation
2024-08-02 22:00:00,inference,13.69,simulation
2024-08-02 23:00:00,inference,7.85,simulation
2024-08-03 00:00:00,idle,1.53,simulation
2024-08-03 01:00:00,idle,3.0,simulation
2024-08-03 02:00:00,idle,0.95,simulation
2024-08-03 03:00:00,idle,3.38,simulation
2024-08-03 04:00:00,idle,1.02,simulation
2024-08-03 05:00:00,idle,0.5,simulation
2024-08-03 06:00:00,idle,2.31,simulation
2024-08-03 07:00:00,inference,9.26,simulation
2024-08-03 08:00:00,inference,13.73,simulation
2024-08-03 09:00:00,inference,17.74,simulation
2024-08-03 10:00:00,training,44.49,simulation
2024-08-03 11:00:00,training,44.36,simulation
2024-08-03 12:00:00,training,47.59,simulation
2024-08-03 13:00:00,training,51.48,simulation
2024-08-03 14:00:00,training,50.55,simulation
2024-08-03 15:00:00,training,49.62,simulation
2024-08-03 16:00:00,training,46.63,simulation
2024-08-03 17:00:00,training,48.36,simulation
2024-08-03 18:00:00,training,45.05,simulation
2024-08-03 19:00:00,idle,1.76,simulation
2024-08-03 20:00:00,idle,4.02,simulation
2024-08-03 21:00:00,inference,13.08,simulation
2024-08-03 22:00:00,inference,8.01,simulation
2024-08-03 23:00:00,inference,7.87,simulation
2024-08-04 00:00:00,inference,7.59,simulation
2024-08-04 01:00:00,inference,5.0,simulation
2024-08-04 02:00:00,idle,0.86,simulation
2024-08-04 03:00:00,inference,7.84,simulation
2024-08-04 04:00:00,inference,6.04,simulation
2024-08-04 05:00:00,inference,8.86,simulation
2024-08-04 06:00:00,inference,4.1,simulation
2024-08-04 07:00:00,inference,8.44,simulation
2024-08-04 08:00:00,inference,8.1,simulation
2024-08-04 09:00:00,inference,12.8,simulation
2024-08-04 10:00:00,idle,0.5,simulation
2024-08-04 11:00:00,idle,1.19,simulation
2024-08-04 12:00:00,idle,2.09,simulation
2024-08-04 13:00:00,inference,13.48,simulation
2024-08-04 14:00:00,inference,13.35,simulation
2024-08-04 15:00:00,inference,15.05,simulation
2024-08-04 16:00:00,inference,8.38,simulation
2024-08-04 17:00:00,inference,6.85,simulation
2024-08-04 18:00:00,inference,12.51,simulation
2024-08-04 19:00:00,idle,2.52,simulation
2024-08-04 20:00:00,idle,1.99,simulation
2024-08-04 21:00:00,idle,1.96,simulation
2024-08-04 22:00:00,idle,0.85,simulation
2024-08-04 23:00:00,idle,1.94,simulation
2024-08-05 00:00:00,idle,2.22,simulation
2024-08-05 01:00:00,idle,2.41,simulation
2024-08-05 02:00:00,idle,1.68,simulation
2024-08-05 03:00:00,idle,1.91,simulation
2024-08-05 04:00:00,idle,1.67,simulation
2024-08-05 05:00:00,idle,2.89,simulation
2024-08-05 06:00:00,inference,15.3,simulation
2024-08-05 07:00:00,inference,23.1,simulation
2024-08-05 08:00:00,inference,20.38,simulation
2024-08-05 09:00:00,inference,30.29,simulation
2024-08-05 10:00:00,inference,31.82,simulation
2024-08-05 11:00:00,inference,29.95,simulation
2024-08-05 12:00:00,inference,28.71,simulation
2024-08-05 13:00:00,inference,30.9,simulation
2024-08-05 14:00:00,inference,22.71,simulation
2024-08-05 15:00:00,inference,24.67,simulation
2024-08-05 16:00:00,inference,24.52,simulation
2024-08-05 17:00:00,inference,28.39,simulation
2024-08-05 18:00:00,inference,21.05,simulation
2024-08-05 19:00:00,inference,22.55,simulation
2024-08-05 20:00:00,inference,20.4,simulation
2024-08-05 21:00:00,inference,17.94,simulation
2024-08-05 22:00:00,inference,9.97,simulation
2024-08-05 23:00:00,inference,15.23,simulation
2024-08-06 00:00:00,inference,9.58,simulation
2024-08-06 01:00:00,training,46.92,simulation
2024-08-06 02:00:00,training,49.38,simulation
2024-08-06 03:00:00,training,49.2,simulation
2024-08-06 04:00:00,training,46.39,simulation
2024-08-06 05:00:00,training,48.01,simulation
2024-08-06 06:00:00,training,48.76,simulation
2024-08-06 07:00:00,training,45.81,simulation
2024-08-06 08:00:00,training,50.78,simulation
2024-08-06 09:00:00,training,45.15,simulation
2024-08-06 10:00:00,inference,22.19,simulation
2024-08-06 11:00:00,inference,23.94,simulation
2024-08-06 12:00:00,inference,32.48,simulation
2024-08-06 13:00:00,inference,25.63,simulation
2024-08-06 14:00:00,idle,4.37,simulation
2024-08-06 15:00:00,inference,21.29,simulation
2024-08-06 16:00:00,inference,19.79,simulation
2024-08-06 17:00:00,inference,32.86,simulation
2024-08-06 18:00:00,inference,34.69,simulation
2024-08-06 19:00:00,inference,26.72,simulation
2024-08-06 20:00:00,inference,25.22,simulation
2024-08-06 21:00:00,inference,19.01,simulation
2024-08-06 22:00:00,inference,14.23,simulation
2024-08-06 23:00:00,inference,14.71,simulation
2024-08-07 00:00:00,inference,11.0,simulation
2024-08-07 01:00:00,idle,3.78,simulation
2024-08-07 02:00:00,inference,15.21,simulation
2024-08-07 03:00:00,inference,12.56,simulation
2024-08-07 04:00:00,inference,10.11,simulation
2024-08-07 05:00:00,inference,15.27,simulation
2024-08-07 06:00:00,inference,11.84,simulation
2024-08-07 07:00:00,inference,16.51,simulation
2024-08-07 08:00:00,idle,3.42,simulation
2024-08-07 09:00:00,idle,7.46,simulation
2024-08-07 10:00:00,idle,6.2,simulation
2024-08-07 11:00:00,idle,4.5,simulation
2024-08-07 12:00:00,idle,5.2,simulation
2024-08-07 13:00:00,inference,30.08,simulation
2024-08-07 14:00:00,inference,32.21,simulation
2024-08-07 15:00:00,inference,20.41,simulation
2024-08-07 16:00:00,inference,27.37,simulation
2024-08-07 17:00:00,idle,3.95,simulation
2024-08-07 18:00:00,idle,4.89,simulation
2024-08-07 19:00:00,idle,6.22,simulation
2024-08-07 20:00:00,idle,4.65,simulation
2024-08-07 21:00:00,idle,5.97,simulation
2024-08-07 22:00:00,inference,14.07,simulation
2024-08-07 23:00:00,inference,10.53,simulation
2024-08-08 00:00:00,inference,10.59,simulation
2024-08-08 01:00:00,inference,10.4,simulation
2024-08-08 02:00:00,inference,12.48,simulation
2024-08-08 03:00:00,inference,13.7,simulation
2024-08-08 04:00:00,inference,11.1,simulation
2024-08-08 05:00:00,inference,15.51,simulation
2024-08-08 06:00:00,inference,14.85,simulation
2024-08-08 07:00:00,inference,22.29,simulation
2024-08-08 08:00:00,idle,4.56,simulation
2024-08-08 09:00:00,idle,5.3,simulation
2024-08-08 10:00:00,idle,6.03,simulation
2024-08-08 11:00:00,idle,4.77,simulation
2024-08-08 12:00:00,idle,3.72,simulation
2024-08-08 13:00:00,idle,6.06,simulation
2024-08-08 14:00:00,inference,27.8,simulation
2024-08-08 15:00:00,inference,25.49,simulation
2024-08-08 16:00:00,inference,22.79,simulation
2024-08-08 17:00:00,inference,33.15,simulation
2024-08-08 18:00:00,inference,25.49,simulation
2024-08-08 19:00:00,inference,19.72,simulation
2024-08-08 20:00:00,inference,21.12,simulation
2024-08-08 21:00:00,inference,19.54,simulation
2024-08-08 22:00:00,inference,10.15,simulation
2024-08-08 23:00:00,inference,15.2,simulation
2024-08-09 00:00:00,inference,11.84,simulation
2024-08-09 01:00:00,inference,15.75,simulation
2024-08-09 02:00:00,idle,2.62,simulation
2024-08-09 03:00:00,inference,13.77,simulation
2024-08-09 04:00:00,inference,11.51,simulation
2024-08-09 05:00:00,inference,16.8,simulation
2024-08-09 06:00:00,inference,10.75,simulation
2024-08-09 07:00:00,inference,21.2,simulation
2024-08-09 08:00:00,inference,21.92,simulation
2024-08-09 09:00:00,idle,6.13,simulation
2024-08-09 10:00:00,idle,3.36,simulation
2024-08-09 11:00:00,idle,7.11,simulation
2024-08-09 12:00:00,idle,4.42,simulation
2024-08-09 13:00:00,idle,4.39,simulation
2024-08-09 14:00:00,idle,6.51,simulation
2024-08-09 15:00:00,idle,4.86,simulation
2024-08-09 16:00:00,inference,28.42,simulation
2024-08-09 17:00:00,inference,24.6,simulation
2024-08-09 18:00:00,inference,22.51,simulation
2024-08-09 19:00:00,idle,3.78,simulation
2024-08-09 20:00:00,idle,4.86,simulation
2024-08-09 21:00:00,inference,25.95,simulation
2024-08-09 22:00:00,inference,9.37,simulation
2024-08-09 23:00:00,inference,14.14,simulation
2024-08-10 00:00:00,inference,5.78,simulation
2024-08-10 01:00:00,inference,9.65,simulation
2024-08-10 02:00:00,inference,7.66,simulation
2024-08-10 03:00:00,inference,7.81,simulation
2024-08-10 04:00:00,inference,9.0,simulation
2024-08-10 05:00:00,inference,13.99,simulation
2024-08-10 06:00:00,inference,12.8,simulation
2024-08-10 07:00:00,inference,13.13,simulation
2024-08-10 08:00:00,inference,14.26,simulation
2024-08-10 09:00:00,inference,19.43,simulation
2024-08-10 10:00:00,inference,22.25,simulation
2024-08-10 11:00:00,inference,22.95,simulation
2024-08-10 12:00:00,inference,20.22,simulation
2024-08-10 13:00:00,inference,19.43,simulation
2024-08-10 14:00:00,inference,20.19,simulation
